question,A,B,C,D,answer,source_file
Which guerrilla marketing technique involves the spreading of a message about a product issue or service through online peer-to peer communication?,(A) Fan pages,(B) Street activities,(C) Grassroots marketing,(D) Viral campaigns,D,public_relations_processed.csv
Which of these was not one of Townsend's (1979) indicators of relative deprivation?,(A) lacking exclusive use of a bath or shower,(B) living in housing with serious structural defects,(C) buying fewer than twenty DVDs in the previous year,(D) going without a week's holiday in the previous year,C,sociology_processed.csv
Which of these activities might secondary research involve?,(A) Conducting a content analysis,(B) Conducting a survey,(C) Observing people,(D) Examining public records,D,public_relations_processed.csv
"Lynda is a confident, capable woman who takes responsibility for her own actions. Lynda has a(n)",(A) manic coping strategy,(B) discriminative expectancy,(C) internal locus of control,(D) external locus of control,C,high_school_psychology_processed.csv
The refractory period occurs in males during the ______ stage.,(A) resolution,(B) orgasm,(C) plateau,(D) excitement,A,human_sexuality_processed.csv
Why is NSC 68 seen as a turning point in US Cold War Foreign policy?,(A) It indicated the primacy of economic containment,(B) It indicated a desire to engage with the Soviet Union,(C) It indicated a shift towards military containment,(D) It dispensed with the idea of containment,C,us_foreign_policy_processed.csv
"Statistics about rural, suburban, and urban patterns of development and mobility are almost always reported based on a geographical area labeled as Metropolitan Statistical Areas (MSA). What constitutes an MSA?",(A) It includes only the 10 largest cities in the United States.,"(B) It is composed of at least one central city with a population of at least 50,000 and it surrounds densely urbanized counties.",(C) It is an area that experiences strong storms at least 50 percent of the year.,(D) It is a large city with a population of at least 1 million and is immediately surrounded by suburbs.,B,sociology_processed.csv
What was unique about the NATO intervention in Kosovo?,(A) It was the first time the US became involved in the Balkans,(B) It was the first time NATO used military force,(C) It was the first war won by airpower alone,(D) It was the first war to employ 'smart weapons',C,us_foreign_policy_processed.csv
The Voting Rights Act of 1965 has had which of the following effects?,(A) States have been prohibited from establishing voter identification requirements.,(B) Voters must now pass literacy tests before voting.,(C) Voting participation for racial minority voters has increased.,(D) The voting age was lowered from 21 to 18.,C,high_school_government_and_politics_processed.csv
Which of the following is/are true of gonorrhea?,(A) can be treated with antibiotics,(B) has a high risk of infection with a single exposure,(C) is asymptomatic (without symptoms) in only a small percentage of those infected,(D) infections are limited to genital areas,A,human_sexuality_processed.csv
Which of the following is a significant difference between the Senate and the House of Representatives?,(A) Only the House has the power to issue subpoenas.,(B) Only the Senate may introduce revenue bills.,"(C) States are equally represented in the House, while representation in the Senate is proportional to population.","(D) The Senate allows unlimited debate, while the House does not.",D,high_school_government_and_politics_processed.csv
Which of the following might be considered part of the 'deepening and broadening' of security?,(A) The nexus between identity and security.,"(B) War, the military, and the sovereign state.",(C) Environmental changes.,(D) All of these options.,D,security_studies_processed.csv
Which of the following is not a characteristic of oligopoly?,(A) P = MC.,(B) Price-maker.,(C) Strong barriers to entry.,(D) Few firms.,A,high_school_microeconomics_processed.csv
Which of the following is NOT an example of syncretism?,(A) Halloween,(B) Foreign cuisine changed to suit American tastes,(C) Hasidic Judaism,(D) Catholicism in Louisiana,C,high_school_geography_processed.csv
"The concept of R2P rests on three pillars, which of these is widely acclaimed to be the most important?",(A) The responsibility to retaliate.,(B) The responsibility to prevent.,(C) The responsibility to rebuild.,(D) The responsibility to react.,B,security_studies_processed.csv
