Genre,Context,Question,Correct Answer
telephone,'',"Premise: more than anything else in this day and age that's got to be a big factor in your decision's just the the cost of how much you're gonna pay Hypothesis: In your decisions age is a big factor, and I agree with you thoughts",1
travel,'',"Premise: Cave 31 tries to emulate the style of the great Hindu temple on a much smaller scale, but the artists here were working on much harder rock and so abandoned their effort. Hypothesis: Cave 31 ran into problems because it was made of harder rock and everyone was disappointed.",1
fiction,'',Premise: He's a bad lot.  Hypothesis: He has a wife,1
telephone,'',"Premise: well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday Hypothesis: All invasions of privacy should be severely punished, because it will teach the criminals that it is not worth doing.",1
government,'',Premise: ENVIRONMENTAL PROTECTION AGENCY Hypothesis: Agency which is responsible for the protection of the environment and the maintaining of national parks.,1
fiction,'',Premise: Lincoln glared. Hypothesis: The man was angry.,1
slate,'',"Premise: In my Crossfire days, I was patronized even by Sam Donaldson. Hypothesis: I had many many fans during my Crossfire days.",1
slate,'',Premise: There are other reasons that wrecks cause fan excitement--e.g. Hypothesis: Wrecks are a small reason for fan excitement. ,1
government,'',"Premise: OMB issued the guidance in Memorandum M0010, dated April 25, 2000. Hypothesis: Memorandum M0010 details fiscal checks.",1
government,'',"Premise: The National Association of State Information Resource Executives (NASIRE) represents state chief information officers (CIO) and information resource executives who share a mission to shape national information technology policy through collaborative partnerships, information sharing, and knowledge transfer. Hypothesis: The NA SIRE does a lot of work with charities.",1
slate,'',"Premise: I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast. Hypothesis: It makes me upset that I've yet to see any study done on how many words the average person hears throughout the day.",1
government,'',Premise: Cases in Comparative Hypothesis: Cases can be part of a legal matter.,1
government,'',"Premise: For fiscal year 1996, Congress determined that the Commission should recover $126,400,000 in costs, an amount 8.6 percent higher than required in fiscal year 1995. Hypothesis: Commission will use the extra 8.6 percent to build more roads. ",1
slate,'',Premise: But the world is not run for the edification of tourists. Hypothesis: The tourists were not welcomed.,1
government,'',Premise: allow the efficiencies of a low-cost mailstream to be available to all who can use them. Hypothesis: Low-cost mailstreams are always efficient.,1
travel,'',"Premise: You will also see  hippie-made  jewellery on sale, especially at the market in Punta Arab?­. Hypothesis: The Punta Arab market sells hippie-made hoop earrings. ",1
telephone,'',Premise: yeah right right yeah i know i uh i remember my college days  and having to do that too Hypothesis: I didn't have to do that once I left college.,1
telephone,'',Premise: i spent a number of years in the service as an intelligence analyst Hypothesis: Being an intelligence analyst is hard work.,1
slate,'',"Premise: When we encounter the young woman again, she has taken a job as the live-in domestic at a huge and crumbling Roman townhouse belonging to an English loner named Jason Kinsky (David Thewlis). Hypothesis: The chances of finding jobs in the field of live-in domestics is low.",1
fiction,'',Premise: Are you ready to train before our ride? Jon asked Adrin. Hypothesis: Jon wanted Adrin to get better.,1
government,'',Premise: GAO's Web site (www.gao.gov) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products. Hypothesis: The GAO's website is extremely slow and hard to navigate. ,1
government,'',Premise: Views from  Implementation Research in Education. Hypothesis: Education research is a must ,1
fiction,'',Premise: He touched it and felt his skin swelling and growing hot. Hypothesis: His skin was burning.,1
telephone,'',Premise: as long as you got congressmen and senators that are getting kickbacks kickbacks from these different companies that are getting awarded for the defense contracts that's never going to happen Hypothesis: All companies give money to congressmen and senators.,1
slate,'',Premise: Did the ancestors of the Indians really come from Asia over the Aleutian land bridge? Hypothesis: The Indians ancestors likely traveled in groups of 100 over the Aleutian land bridge. ,1
fiction,'',Premise: Egg cattle merry wedged marvelous Hypothesis: They were so excited.,1
slate,'',"Premise: The girls who wish to wear the scarf in Turkey say it represents Muslim female empowerment, and they consider themselves oppressed if it's forbidden. Hypothesis: Most of the women in Turkey would rather wear a scarf.",1
fiction,'',"Premise: I turned a curve and I was just in time to see him ring the bell and get admitted to the house. Hypothesis: I turned a curve and was just in time to see him ringing the big brass bell, echoing as he was admitted to the house.",1
